"finding_id","domain","severity","status","versions","location","finding","effect","evidence","independent_check","correction_or_strengthening","code_impact","confidence"
"P7-CH3-015","SEI and lithium-inventory boundary","Medium","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec01_map.tex:60-61; _sections/ch3v22_sec02_cases.tex:47-65,74-78; _sections/ch3v22_sec04_mech.tex:84-87; Anode_Fit_v1.0.23.py:1146-1205,1322-1404","SEI formation and viscoplasticity are invoked to explain first-cycle loss and long-cycle behavior, but the forward model has no cyclable-Li inventory, side-reaction current, SEI resistance/thickness, or aging state and does not mark all such outputs as excluded.","ICE, capacity retention, resistance rise, and degradation cannot be inferred from the modeled equilibrium/finite-rate peak sum. Treating Cbg or fitted peak amplitudes as those mechanisms would be non-identifiable.","Andersen's primary paper, DOI 10.1038/s41598-019-51324-4, directly links cracking to fresh SEI, low efficiency, resistance, and electrolyte depletion. Source inspection shows the Chapter 3 class only adds host peak responses and a static background.","No code path or equation conserves lithium across parasitic reactions. The narrative mentions SEI, so this is an incomplete boundary declaration rather than a hidden implemented model.","Add an explicit exclusion table for SEI growth, parasitic Li consumption, resistance evolution, and electrolyte depletion. Require independent coulombic-efficiency/impedance data and an aging-state model before those outputs are claimed.","No current implementation; documentation and future API boundary impact.","Very high"
"P7-CH3-016","inverse identifiability of stress","High","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec04_mech.tex:42-68; _sections/ch3v22_sec05_code.tex:31-38,54-61; Anode_Fit_v1.0.23.py:1083-1112,1190-1192,1242-1250","The stress voltage offset is exactly non-identifiable from the fitted Si transition centers: replacing every U_j by U_j+delta and si_stress_offset by si_stress_offset-delta leaves every predicted curve unchanged.","ICA/DVA alone cannot identify stress, partial molar volume, or a stress-free center from this parameterization, even with noise-free data. A fitted offset is not mechanical evidence.","Code adds dU directly to each Si U_j before host construction. The observable depends only on U_j+dU, proving an exact symmetry rather than merely high correlation.","Applied the parameter transformation algebraically to equilibrium(), dqdv(), solve_U_oc(), and host_contributions(); all use the shifted transition list and are invariant.","Fix stress-free U_j from independent equilibrium/structural data or measure stress simultaneously; fit multiple loading geometries/stress perturbations; report profile likelihood/Jacobian rank. Do not infer vbar or sigma from dQ/dV alone.","High inference/API impact; no numerical forward bug, but fitting claims need constraints and diagnostics.","Very high"
"P7-CH3-017","inverse identifiability of composition","High","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_notation.tex:28-30; _sections/ch3v22_sec03_blend.tex:61-89,117-133,203-220; Anode_Fit_v1.0.23.py:1134-1143,1252-1270,1288-1319,1368-1380","Blend curves identify at most capacity allocation under the assumed host shapes; mass fraction m_Si and specific capacity q_Si are not separately identifiable because f_Si depends only on the ratio m q_Si/[(1-m)q_gr]. Normalization by Q also removes the absolute capacity scale.","Different material fractions, active utilizations, and capacity bases can produce exactly the same normalized dQ/dV. Overlapping host peaks further correlate f_Si with host transition weights, so ICA/DVA alone cannot recover physical composition or active fraction.","For any admissible m', choose q_Si'=q_gr f(1-m')/[m'(1-f)] and obtain the same f and same normalized additive curve. Figure 2 explicitly divides by Q; code scales host amplitudes from f and normalized transition weights.","Constructed the exact equivalence family algebraically. Phase-005 confirms fixed-M rescaling leaves normalized shape unchanged to 8.882e-16, demonstrating loss of absolute mass information.","Require independent composition/mass-loading and host-specific capacity calibration, retain absolute dQ/dV area, and report structural-identifiability/Jacobian-rank results before inverse claims. Treat fitted f_Si as an effective capacity fraction unless externally anchored.","High inference impact; forward code is internally deterministic but cannot make unique physical composition estimates.","Very high"
"P7-CH3-018","stress constitutive truncation","Low","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec04_mech.tex:16-25,42-60; Codex/work/phase007/ch3_sethuraman_geometry_source_check.md:16-41,66-75; Anode_Fit_v1.0.23.py:1242-1250","The source Larché-Cahn expression used by Sethuraman contains both the linear trace-stress term and a stress-squared compliance-derivative term. Chapter 3 retains only the linear hydrostatic term without naming the omitted term or the conditions under which it is smaller.","Calling the scalar relation a general stress-coupled chemical potential can hide a constitutive truncation at high stress or where compliance varies strongly with composition.","The supplied full-read record reports source equation (1) as -(v_Si eta/3)sigma_kk plus a stress-squared compliance-derivative term; source equation (14) follows only after neglecting the smaller latter term.","The stronger defect is refuted: line 21 calls the retained expression the first-order linear term, and the primary paper itself neglects the smaller term for its estimate. The remaining issue is an unstated approximation, so severity is Low.","Name the omitted compliance-derivative term, cite the source approximation, and state the stress/composition domain in which retaining only -vbar sigma_h is intended.","Low current code impact because only a caller-supplied scalar offset is accepted; relevant to any future direct stress implementation.","High"
"P7-CH3-019","inherited finite-rate time unit","Medium","확정","v1.0.23 code; inherited Chapter 1 path used by Chapter 3","Anode_Fit_v1.0.23.py:105-112,481-525,675-705,1343-1352; Codex/results/phase009_preliminary_document_code_traceability.csv:2,11; Codex/work/scripts/probe_ch1_time_unit_invariance.py:1-83; Codex/work/phase005/ch1_time_unit_invariance_probe.csv:1-3","BlendedAnodeDQDV.curve() delegates to host curve(), which converts c_rate [1/h] to I/Q in h^-1, while func_L_q combines I/Q with h/kB and a seconds-based attempt-frequency chain without the required hour-to-second conversion.","The kinetic lag length changes by a factor of 3600 for numerically different Ah versus coulomb representations of the same physical 1 Ah, 1 A cell. Every Chapter 3 finite-rate blend curve inherits this unit dependence in addition to the missing host-current partition.","Code lines 686 and 700-702 declare and implement c_rate in 1/h; lines 105-112 use I/Q directly in T_attempt. The preserved direct probe reports L_V(Ah)/L_V(C)=3599.9999999999914 instead of 1.","Read the 83-line probe and its 3-line output in full and independently followed the call chain through the Chapter 3 wrapper. This is a unit defect, not an empirical-model limitation.","Convert I/Q to s^-1 at the API boundary or define and enforce a single SI charge/time contract. Add an Ah-versus-coulomb invariance gate to both host and blend finite-rate paths.","Medium for Chapter 3 because GS-2 already prevents validated finite-rate interpretation; High in the inherited kinetic implementation itself. Equilibrium outputs are unaffected.","Very high"
"P9-F001","Ch1 kinetics / units","High","확정","v1.0.23","_sections/ch1_sec01_n0n1.tex:17; _sections/ch1_sec10_sum.tex:145-161; Anode_Fit_v1.0.23.py:105-112,675-705","The public curve() facade documents c_rate in 1/h and sets I_abs=c_rate*Q_cell, then func_L_q combines I/Q_cell with h/kB in seconds without dividing by 3600.","For physically identical 1C inputs, L_q and L_V are 3600 times too large on the facade path; the unresolved-lag guard can hide the defect for default parameters but not in resolved-tail fits.","ch1_time_unit_invariance_probe.csv:1-3; source lines cited; code main example uses the same numeric convention.","Cross-reference same root/overlay: P5-CH1-001; P7-CH3-019 | Read-only probe: func_L_q(T,I/Q=1 h^-1)/func_L_q(T,I/Q=1/3600 s^-1)=3599.999999999991.","Choose and enforce one time basis. For c_rate [1/h], convert to s^-1 before the Eyring chain; state Q_cell/I units in dqdv and add an hour-second invariance test.","yes: public facade and any seed/dynamic call using hour-based I/Q","0.999"
"P9-F002","Ch1 detailed balance / ratio correction","High","확정","v1.0.23","_sections/ch1_sec08_lag.tex:100-126; _sections/ch1_appE_selfconsistent.tex:46-97; Anode_Fit_v1.0.23.py:146-177,466-478,655-662","Appendix E and the optional code restore only the forward-barrier interaction factor in L_V(xi); they do not restore the xi-dependent reverse-rate denominator 1+exp[-A_local/(RT)] required by the complete forward-plus-reverse rate.","The ratio option can overestimate local lag strongly outside the deep-tail reference. At A_cut/RT=4, Omega/RT=5, chi=0.5, xi=0, implemented/complete=3.717823.","ch1_ratio_complete_affinity_probe.csv:1-21; Lqfull denominator at ch1_sec08_lag.tex:105-118; sc-true retains only an exponential kappa at ch1_appE_selfconsistent.tex:51-64.","Cross-reference same root/overlay: P5-CH1-002 | The tabulated omission is zero only at the deep reference xi=1 and ranges from 0.14% to 272% over the supplied grid.","Either derive kappa from the complete local affinity including the denominator ratio, or explicitly rename and bound the option as a forward-factor-only approximation; recompute sc-valid for that model.","no document-to-code mismatch for the reduced equation; yes scientific-model impact in both document and code","0.995"
"P9-F003","Appendix E validation","Medium","확정","v1.0.23","test_gates_v1023_selfconsistent.py:60-88; results/comp_v23/p1_ratio_check.py:10-68","G-E3 defines its reference fixed point by iterating the same _causal_memory_ratio update used by the candidate, so G-E3 alone is not an independent solver validation.","A passing G-E3 proves contraction of that discrete update, not correctness against an independently integrated nonlinear Volterra/ODE problem or the omitted complete-affinity kinetics.","Official G-E3 source and exit-0 output; p1_ratio_check separately uses backward Euler plus local Picard but still tests the same reduced forward-only ODE.","Cross-reference same root/overlay: P5-CH1-005 | Independent scipy solve_ivp check at g_eff=2: err0=2.0066e-1, one-pass err1=7.3636e-2, 60 same-update iterations differ from IVP by 4.4286e-4; first-order improvement is supported, independent equality is not.","Make an independent IVP/BVP solver with grid refinement the gate oracle and reserve same-update iteration for convergence diagnostics; separately test complete-affinity kinetics.","test-only; one-pass code is correctly labeled approximate","0.990"
"P9-F004","Appendix E FFT boundary","Medium","확정","v1.0.23","_sections/ch1_appE_selfconsistent.tex:175-192; Anode_Fit_v1.0.23.py:180-195; test_gates_v1023_selfconsistent.py:90-105","transfer_apparent_from_equilibrium uses an unpadded discrete FFT and therefore implements circular convolution, while the document writes an infinite-domain Fourier/LTI relation and the API states only that the grid must be uniform.","Nonperiodic or nonflat endpoint data wrap from the high-V boundary into the low-V boundary. G-E4 compares only a padded interior window and cannot certify endpoint behavior.","Source inspection; G-E4 mask Vc-8w<V<Vc+12w on a much wider domain; no padding, periodicity, or discard contract in the function docstring.","Cross-reference same root/overlay: P5-CH1-009 | A unit-area impulse two samples from the right edge produced early-window max/overall max=0.903214682 and first-sample response=45.182896.","Document periodic/circular semantics or implement linear convolution by padding and trimming; add an edge-impulse and nonflat-endpoint gate.","yes for public transfer helper at boundaries; no impact on pointwise dqdv path","0.999"
"P9-F005","Ch2 LCO electronic temperature path","Medium","확정","v1.0.23","_sections/ch1_sec15_lcoelec.tex:214-233; _sections/ch1_sec17_msmr.tex:136-167; FITTING_GUIDE.md:68; Anode_Fit_v1.0.23.py:1003-1020","Code freezes the LCO electronic entropy at x_center and 298.15 K, whereas the document also derives a dynamic dS_e proportional to T and a T-squared center chain; the document and guide explicitly label the frozen path as the current approximation.","The current LCO center is linear in T and cannot reproduce the documented curvature. This is a declared scientific approximation, not an implementation defect against the stated current code target.","ch2_electronic_temperature_freeze_probe.csv:1-6; code docstring lines 1008-1013; FITTING_GUIDE line 68.","Cross-reference same root/overlay: P6-CH2-005 | At 278.15/318.15 K, frozen-minus-dynamic dS_e=-3.0641/+3.0641 J mol^-1 K^-1 and center-shift error is +317.574 microV at both endpoints; zero at 298.15 K.","Keep the limitation explicit in every LCO API example; add an optional dynamic-T path with paired center integral and analytic/finite-difference round trip before using multi-temperature data.","no current doc-code defect; yes predictive limitation","0.999"
"P9-F006","Ch2 LCO parameter provenance","High","확정","v1.0.23","_sections/ch1_sec15_lcoelec.tex:160-168,236-287; Anode_Fit_v1.0.23.py:953-965; ch2_motohashi2009_full_source_check.md:1-50","The 13 electrons/eV value is susceptibility-derived under a Pauli attribution, not directly measured DOS; the source does not establish /atom normalization, an O3 Li-rich x~0.85 gate, or a logistic composition law, and its highlighted critical point is x=0.35-0.40.","The -45.7 J mol^-1 K^-1 demo well scales with g_max/dx_MIT, so unsupported normalization and cross-phase transfer directly control the quantitative entropy amplitude.","Mandatory Motohashi full-source check: 29/29 pages and extracted lines 1-1099; its adjudication is incorporated without claims beyond that file.","Cross-reference same root/overlay: P6-CH2-002; P6-CH2-003; P6-CH2-006 | Code inspection confirms g_max_eV=13, x_MIT=x_center=0.85, dx_MIT=0.05 are hard-coded tier-C demo values and reproduce -45.6783 J mol^-1 K^-1 at the gate center.","Downgrade 13 to an assumption-dependent endpoint prior; remove /atom absent a reconstructed convention; fit g_max jointly with dx_MIT and separately source the O3 gate center and interpolation form.","no algebraic code mismatch; yes data/default and quantitative-claim impact","0.999"
"P9-F007","Ch3 blend mass normalization","High","확정","v1.0.23","_sections/ch3v22_sec03_blend.tex:78-84,203-222; Anode_Fit_v1.0.23.py:1252-1270,1288-1319","from_wt computes the correct capacity fraction f_Si from a mass fraction but the constructor keeps native graphite capacity fixed and adds Si; the document figure explicitly uses the same fixed-graphite basis.","Absolute Q and dQ/dV are inflated by 1/(1-m_Si) relative to a fixed-total-active-mass wt% electrode. Capacity-normalized shapes and f_Si are unchanged, so internal G2/G3 tests do not expose it.","ch3_blend_normalization_probe.csv:1-5; document caption states Q_gr absolute unchanged and Q=0.97/1.26/1.62/2.09 Q_cell; code Q=Q_gr0/(1-f_Si).","Cross-reference same root/overlay: P7-CH3-001; P7-CH3-002 | For 10/20/30 wt% elemental Si, code/fixed-mass capacity=1.111111/1.25/1.428571; independent probe reproduced those values.","Expose a basis parameter. For fixed total mass scale Q_gr by (1-m) and Q_Si by m before forming f; retain the current fixed-graphite mode only under an explicit name and unit contract.","no document-to-code mismatch; yes public from_wt absolute-normalization impact","0.999"
"P9-F008","Ch3 stress source fidelity","High","확정","v1.0.23","_sections/ch3v22_sec04_mech.tex:15-68; ch3_sethuraman_geometry_source_check.md:1-86","The chapter conflates Sethuraman's biaxial thin-film theoretical and measured slopes with a hydrostatic coefficient and claims one partial molar volume closes expansion and coupling, despite the source's geometry conversion and 40-50% theory/experiment mismatch.","Using 100-120 mV/GPa directly as Lambda_sigma for hydrostatic or particle/composite stress can introduce a stress-measure error before any code call; high-lithiation finite-strain transfer remains unverified.","Mandatory Sethuraman source check: 21/21 pages and extracted lines 1-1003; sigma_h=2 sigma_biaxial/3, theoretical biaxial ~62 mV/GPa, measured 100-125 mV/GPa.","Cross-reference same root/overlay: P7-CH3-005; P7-CH3-006 | Document equations and code were cross-read; no biaxial-to-hydrostatic, geometry, compliance-derivative, or finite-strain mapping exists in the runtime.","Separate biaxial and hydrostatic coefficients, state plane-stress conversion and source assumptions, report theory and measurement separately, and mark particle/composite transfer unverified.","document scientific defect; code merely consumes a precomputed offset","0.999"
"P9-F009","Ch3 mechanics implementation scope","Medium","확정","v1.0.23","_sections/ch3v22_sec04_mech.tex:25-91; _sections/ch3v22_sec05_code.tex:54-61; Anode_Fit_v1.0.23.py:1190-1192,1242-1250,1383-1392","BlendedAnodeDQDV implements only a caller-supplied scalar si_stress_offset and an explicit NotImplementedError for plastic closure; it does not compute hydrostatic stress, geometry, finite strain, or stress history.","The API can shift Si centers if the caller already solved mechanics, but it cannot be described as implementing the document's Larché-Cahn mechanics or plastic hysteresis.","Source and code inspection; R6 coverage confirms the stub raises NotImplementedError.","Cross-reference same root/overlay: P7-CH3-018 | No stress state variables or constitutive update appear in the 1585-line AST; only constructor offset mutation at lines 1242-1250.","Retain the explicit boundary and rename/document the argument as precomputed_delta_U_stress or add a typed stress-to-offset adapter only after the geometry model is defined.","no defect against the explicit GS-1 boundary; API claim limitation","0.999"
"P9-F010","Ch3 finite-rate blend physics","Medium","확정","v1.0.23","_sections/ch3v22_sec03_blend.tex:229-273; Anode_Fit_v1.0.23.py:1331-1352,1395-1404","The two-host dQ/dV sum is exact only for the document's additive common-potential approximation; finite-rate host switching and nonadditivity are explicitly outside scope and represented by a NotImplementedError.","Smooth wt% sweeps do not establish physical fidelity to finite-rate blend data, and the inverse problem cannot infer host-specific current partition from this model.","Document GS-2 declaration; source inspection; R6-G2 continuity and coverage exit 0.","Cross-reference same root/overlay: P7-CH3-003; P7-CH3-004 | R6-G2 refinement ratios 0.502/0.501 confirm mathematical continuity only, not finite-rate physical validation.","Preserve the scope warning in APIs and figures; require host-specific kinetics/transport data and a nonadditive model before rate-dependent claims.","no code mismatch; declared approximation","0.999"
"P9-F011","Ch1 equilibrium interaction model","Low","확정","v1.0.23","_sections/ch1_sec02b_part0.tex:12-194; _sections/ch1_sec05_width.tex:248-297; Anode_Fit_v1.0.23.py:99-102,528-545","The runtime always evaluates independent logistic occupancies; Omega affects hysteresis and lag barriers but not the implicit regular-solution equilibrium occupation.","For Omega>0, equilibrium peaks are a phenomenological independent-logistic approximation and cannot be cited as a solved mean-field regular-solution fixed point.","Full document read shows the independent logistic is exact at Omega=0 and phenomenological width is declared for two-phase transitions; code follows that declared reduction.","Cross-reference same root/overlay: P5-CH1-003 | Analytic area and finite-difference tests pass for the reduced model, not for the omitted implicit regular-solution branch.","Keep the approximation label adjacent to Omega-bearing examples; implement a separate branch solver only if claims require mean-field equilibrium interactions.","no defect because the document declares the reduction","0.995"
"P9-F013","Test coverage","Medium","확정","v1.0.23","test_gates_v1023.py:1-626; test_gates_v1023_selfconsistent.py:1-128; PHASE_009_RUNTIME_TEST_EVIDENCE.md:1-82","Existing tests emphasize backward compatibility, document table reproduction, and internal identities; they omit hour-second invariance, fixed-total-mass normalization, complete-affinity denominator, nonperiodic FFT endpoints, and independent full-physics oracles.","All-green tests can coexist with the confirmed High findings and should not be used as DOC_CODE_PASS evidence by themselves.","Full test-source read and read-only reruns; supplied probes expose failures outside the official gates.","Unique code-fidelity overlay | Safe gate subset and selfconsistent gates exit 0 while independent probes simultaneously show 3600x lag, 1/(1-m) capacity inflation, and 90% FFT wrap response.","Add one adversarial gate per confirmed defect and label same-model derivative/round-trip tests as internal consistency only.","test suite only","0.999"
"P9-F014","Synthetic inverse / identifiability","Medium","확정","v1.0.19 example with v1.0.23 runtime","FITTING_GUIDE.md:63-95,119-137; v1.0.19/fit_roundtrip_demo.py:1-368","The only executable inverse example is a self-generated Phase-A recovery with the same forward model, four known transitions, fixed Cbg, staged constraints, and SNR=200; it does not establish uniqueness on real data or identify kinetics, LCO electronic parameters, blend partition, or mechanics.","Users may mistake parameter recovery under a closed synthetic model for resolution of underdetermined inverse problems and cross-parameter covariance.","Full guide/example read; figure inspected; in-memory execution against v1.0.23 passed with final loss 2.433e-5.","Cross-reference same root/overlay: P5-CH1-008; P6-CH2-006; P7-CH3-016; P7-CH3-017 | Recovered max U error 0.1749 mV, max n error 0.436%, max Q error 1.195%; these are valid only for the scripted scenario.","Add profile likelihood/Jacobian conditioning, multi-start and misspecified-model tests, holdout real data, and explicit non-identifiable parameter combinations such as g_max/dx_MIT and dVdq_qa*Arrhenius factor.","no forward-code defect; inverse-claim limitation","0.999"
"P9-F015","Documentation / example usability","Low","확정","v1.0.23 docs with v1.0.19 examples","FITTING_GUIDE.md:1-5,119-137; CODE_GUIDE_v23.md:1-196; results/qa_images/curve_qa.py:14-16,108-156","CODE_GUIDE is current, but FITTING_GUIDE still presents v1.0.20/v1.0.19 paths and the latest curve_qa script hard-codes /home/user paths and writes into source-relative output locations.","The documented examples are not directly portable to the isolated Windows runtime and can produce source-tree artifacts when run unmodified.","Full guide and script read; existing QA images inspected. The fitting demo was executed only through a no-write in-memory prefix.","Unique code-fidelity overlay | curve_qa cannot resolve its BASE path in the supplied runtime without an external path substitution; this was not treated as a physics failure.","Use script-relative paths, expose output directories, update version labels, and provide a no-write verification mode.","example/tooling only","0.999"
"P9-F016","LCO demo data activation","Info","확정","v1.0.23","_sections/ch1_appB_codemap.tex:14-16,95-98; Anode_Fit_v1.0.23.py:945-1020","LCO_MSMR_LIT is explicitly tier-C and does not assign Omega or dH_a, so hysteresis and lag are dormant; its transition values are not a row-for-row realization of the document's physical-anchor table.","Matching LCO equilibrium plots cannot validate LCO rate or hysteresis physics, and parameter provenance must not be upgraded by code execution.","Code-map caveat, data inspection, and LCO sample plots.","Cross-reference same root/overlay: P6-CH2-002; P6-CH2-015 | Charge/discharge equilibrium demo curves overlap as expected when direction-dependent LCO kinetics are inactive.","Keep the dataset name/demo labeling explicit and require fitted LCO pair/rate data before enabling Omega or dH_a.","data/default scope only","0.999"
"P9-F017","Broadening / inverse PSD","Medium","확정","v1.0.23","_sections/ch1_sec07_broadening.tex:115-257; Anode_Fit_v1.0.23.py:360-389,528-672","The document develops ensemble/PSD convolution and Gibbs-Thomson relations but explicitly treats width as a forward phenomenological budget; code has only w/n/n(T) and no inverse PSD recovery.","Peak width alone cannot uniquely separate thermal, size, strain, disorder, and instrument contributions; a fitted w is not a recovered particle-size distribution.","Full section read and 1585-line AST contain no PSD/distribution inversion symbol or regularized inverse solver.","Cross-reference same root/overlay: P5-CH1-007; P5-CH1-008 | No independent inverse test exists; the synthetic demo varies only U,n,Q within the same model.","Keep PSD inversion document-only and state underdetermination; require independent size priors or a regularized distribution model before reporting PSD.","no code defect; explicit inverse limitation","0.999"
"P9-F018","Regression baseline version","Low","확정","v1.0.23","test_gates_v1023.py:2-8,47-50,161-188","The v1.0.23 backward-compatibility gate compares against v1.0.19 and its golden file, not the latest preceding v1.0.22 implementation.","It proves long-baseline compatibility but does not independently isolate v1.0.22-to-v1.0.23 changes beyond the ratio-default-off checks and QA script.","Full test read and read-only G1 output: 30 arrays bit-exact to v1.0.19 and 13/13 golden arrays exact.","Unique code-fidelity overlay | Existing qa_v1022/v1023 images and curve_qa source provide visual/shared-path evidence but are not the G1 oracle.","Add a direct v1.0.22 module comparison for shared paths and keep v1.0.19 golden as a separate long-baseline gate.","test coverage only","0.999"
"P8-REORG-001","Structure / Chapter 1 / 분할","High","확정","v1.0.23","ch1_sec00_intro.tex:14-28 plus ch1_sec02a_part0.tex:1-391 and ch1_sec02b_part0.tex:1-474","Part 0 is explicitly the common root, not detachable background: it closes the no-prior-knowledge chain and supplies the multi-class inversion used by Chapters 1-3 (ch1_sec00_intro.tex:22-28; ch1_sec02a_part0.tex:6-18; ch1_sec02b_part0.tex:282-335; 2026-07-17-v1022-master-plan.md:34-45).","Without this action, the Chapter 1 textbook/review/fitting contract remains conditional.","Keep all load-bearing labels in the Chapter 1 master. Later uses include ch1_sec03_center.tex:8, ch2v22_notation.tex:5-10, ch3v22_sec03_blend.tex:7-12, and ch1v22_partT_divider.tex:11-14; a separately built appendix would require a new external-document contract and could reverse first-use order.","Terra proposal adjudicated by Sol as MODIFY.","Retain Part 0 as a named main-text Foundation Part. Add the proposed 2-4 page fast-route bridge and a dependency/return map, but do not relocate the complete 865-line foundation. Only optional excursions may move, in the same master, after a label-reference and premise-use audit.","Keep all load-bearing labels in the Chapter 1 master. Later uses include ch1_sec03_center.tex:8, ch2v22_notation.tex:5-10, ch3v22_sec03_blend.tex:7-12, and ch1v22_partT_divider.tex:11-14; a separately built appendix would require a new external-document contract and could reverse first-use order.","high"
"P8-REORG-002","Structure / Chapter 1 / 확장","High","확정","v1.0.23","ch1_sec04_hys.tex:31-115","The present regular-solution construction can be read too directly as observed hysteresis, while Phase 004 requires equilibrium, metastability/spinodal, nucleation/mosaic, porous-electrode polarization, and path hysteresis to be separated (PHASE_004_SCIENTIFIC_CONVENTION_AND_SOURCE_BASELINE_RESULT.md:169-174; ch1_sec04_hys.tex:31-115).","Without this action, the Chapter 1 textbook/review/fitting contract remains conditional.","Do not change or relabel the current equations. Insert the hierarchy before branch-center interpretation and make Chapter 3 reuse the taxonomy rather than the graphite parameter meaning (ch3v22_sec01_map.tex:79-87; ch3v22_sec04_mech.tex:71-99).","Terra proposal adjudicated by Sol as ADOPT.","Adopt the hierarchy/status box immediately before the reduced branch model; route each branch parameter to equilibrium-limit, phenomenological, or unresolved-mechanism status.","Do not change or relabel the current equations. Insert the hierarchy before branch-center interpretation and make Chapter 3 reuse the taxonomy rather than the graphite parameter meaning (ch3v22_sec01_map.tex:79-87; ch3v22_sec04_mech.tex:71-99).","high"
"P8-REORG-003","Structure / Chapter 1 / 통합","High","확정","v1.0.23","ch1_sec05_width.tex:1-415; ch1_sec07_broadening.tex:1-357; ch2_sec01_partition.tex:83-95; ch2_sec05_mixing.tex:1-245","A canonical width-status table would reduce silent double counting, but Part T explicitly repeats only the minimum self-contained chain needed to derive entropy and states the single-phase/two-phase distinction locally (ch2_sec01_partition.tex:10-14,83-95; ch1v22_partT_divider.tex:11-14).","Without this action, the Chapter 1 textbook/review/fitting contract remains conditional.","Preserve the Part T labels and local equations because later thermal sections reference them (ch2_sec02_config.tex:19-36,66,101; ch2_sec05_mixing.tex:36-43,165-191; ch2_sec08_synthesis.tex:23-55). Cross-reference the canonical table without making Part T non-self-contained.","Terra proposal adjudicated by Sol as MODIFY.","Create one canonical regime/status table after the Chapter 1 width derivation. Keep Part T's short lattice-gas/logistic recap and entropy-specific derivation; remove only duplicated explanatory background that has no local dependency.","Preserve the Part T labels and local equations because later thermal sections reference them (ch2_sec02_config.tex:19-36,66,101; ch2_sec05_mixing.tex:36-43,165-191; ch2_sec08_synthesis.tex:23-55). Cross-reference the canonical table without making Part T non-self-contained.","high"
"P8-REORG-004","Structure / Chapter 1 / 이동","High","확정","v1.0.23","ch1_sec06_eqpeak.tex:1-89 through ch1_sec09_tail.tex:1-245","The full equilibrium observable already precedes broadening, lag, and tail in the master, and its derivative requires occupancy and width first (ch1_graphite_v1.0.23.tex:28-33; ch1_sec06_eqpeak.tex:1-89; phase004_model_dependency_graph.md:43-52). Moving the derivation earlier would invert its mathematical prerequisites.","Without this action, the Chapter 1 textbook/review/fitting contract remains conditional.","Keep N6-N8 files and labels in their current order. The observable orientation may precede derivation, but eq:eqpeak and downstream N6-N8 references must remain after xi_eq and w_j are defined (ch1_sec02a_part0.tex:17-18; ch1_sec18_inputs.tex:20-23).","Terra proposal adjudicated by Sol as MODIFY.","Add an early measurement/operator and non-identifiability orientation box after N1. Retain the current derivation order: state/equilibrium model, observable derivative, broadening taxonomy, then lag/tail.","Keep N6-N8 files and labels in their current order. The observable orientation may precede derivation, but eq:eqpeak and downstream N6-N8 references must remain after xi_eq and w_j are defined (ch1_sec02a_part0.tex:17-18; ch1_sec18_inputs.tex:20-23).","high"
"P8-REORG-005","Structure / Chapter 1 / 확장","High","확정","v1.0.23","ch1_sec18_inputs.tex:1-70 and ch2_sec09_method.tex:1-64","The chapter exposes all parameters and a forward/multi-temperature recipe but explicitly leaves fit scope to the user and supplies no identifiability result (ch1_sec18_inputs.tex:5-24; ch2_sec09_method.tex:9-29; phase004_model_dependency_graph.md:36-38,68-75).","Without this action, the Chapter 1 textbook/review/fitting contract remains conditional.","Add new labels without moving current equations. Chapters 2 and 3 should reference the common inverse method and add material-specific parameter/data matrices; no fitted parameter may be relabeled mechanistic merely by reorganization.","Terra proposal adjudicated by Sol as ADOPT.","Add the inverse/identifiability section after kinetics/synthesis and before validity/UQ, including parameter grouping, objective/weights, constraints, sensitivity/correlation, profile likelihood or equivalent, non-uniqueness, and data requirements.","Add new labels without moving current equations. Chapters 2 and 3 should reference the common inverse method and add material-specific parameter/data matrices; no fitted parameter may be relabeled mechanistic merely by reorganization.","high"
"P8-REORG-006","Structure / Chapter 1 / 분할","High","확정","v1.0.23","ch1_sec18_inputs.tex:26-68; ch1_appA_signcheck.tex; ch1_appB_codemap.tex; ch2_appA_traps.tex; ch2_appB_codemap.tex; ch1_appE_selfconsistent.tex","A validity/UQ-to-reproducibility close is needed, but the optional self-consistent appendix has a separately declared source-verification dependency and cannot be promoted or reordered as established method (ch1_appE_selfconsistent.tex:1-212; HANDOVER_v1.0.22.md:91-115; PHASE_004_SCIENTIFIC_CONVENTION_AND_SOURCE_BASELINE_RESULT.md:230-244).","Without this action, the Chapter 1 textbook/review/fitting contract remains conditional.","Keep all appendices in the same Chapter 1 master and preserve labels. Any divider/grouping change must retain sign-check and code-map references; the P3-5 method remains optional until its source chain is verified (HANDOVER_v1.0.22.md:103-115).","Terra proposal adjudicated by Sol as MODIFY.","Insert validity/UQ and reproducibility dividers, group the two code maps under reproducibility, and retain the advanced self-consistency appendix last with an explicit optional/unverified-source banner. Do not make it a prerequisite.","Keep all appendices in the same Chapter 1 master and preserve labels. Any divider/grouping change must retain sign-check and code-map references; the P3-5 method remains optional until its source chain is verified (HANDOVER_v1.0.22.md:103-115).","high"
