critic_id,source_finding_or_record,domain,chapter_or_version,severity,evidence_status,critic_disposition,controlling_location,claim_or_problem,refutation_attempt,verified_source_or_artifact_evidence,final_judgment,required_action_or_integration_role,adoption_risk_or_code_impact,confidence
"P10-K003","P9-F006","CODE_FIDELITY","Ch2/v1.0.23","Critical","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:7; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:953","The code hard-codes g_max_eV=13, x_MIT=x_center=0.85, and dx_MIT=0.05 as LCO electronic defaults despite unsupported phase, normalization, center, and interpolation provenance.","Reproduced the gate value and re-read the full Motohashi source check.","The defaults produce about -45.68 J mol^-1 K^-1 at the gate; Motohashi does not establish an O3 x=0.85 per-atom logistic gate.","Affirm shared source-invalid defaults; algebraic transcription matches the document.","Remove quantitative-default authority; fit amplitude/width jointly and source the O3 center/form independently, with uncertainty.","Quantitative entropy, center shift, and reversible heat inherit the unsupported scale.","0.999"
"P10-K004","P9-F007","CODE_FIDELITY","Ch3/v1.0.23","Critical","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:8; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:1252","from_wt computes the capacity fraction correctly but holds native graphite capacity fixed while adding Si, although users will read wt% as fixed total active mass; q_Si=3117 is also a first-charge per-Si basis.","Derived fixed-total-mass and fixed-graphite-addition formulas and evaluated 10/20/30 wt% cases.","f_Si is unchanged, but absolute Q is inflated by 1/(1-m): 1.111111, 1.25, 1.428571; q_Si is not a commensurate reversible cycling basis.","Affirm a shared document/code basis semantics defect, not an algebraic mismatch.","Expose explicit basis mode; implement fixed-total-active-mass scaling; retain current behavior only as fixed_graphite_addition; require commensurate q_Si/q_gr bases.","Absolute capacity and dQ/dV amplitude are wrong under the public wt% interpretation while normalized shapes conceal the error.","0.999"
"P10-K005","P9-F008","CODE_FIDELITY","Ch3/v1.0.23","Critical","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:9; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch3v22_sec04_mech.tex:15","The document conflates biaxial-film and hydrostatic stress coefficients; the code accepts a scalar si_stress_offset without geometry or constitutive conversion.","Reconstructed plane-stress mapping and searched the runtime for stress state, geometry, or constitutive updates.","Sethuraman reports biaxial-film slopes and a theory/measurement mismatch; runtime only mutates Si centers by a caller-supplied offset.","Affirm a document science defect with an explicit code boundary, not a code transcription error.","Rename the argument precomputed_delta_U_stress; document stress measure/geometry; add a typed converter only after a validated mechanics model exists.","Callers can inject a systematically mis-scaled offset while believing mechanics is implemented.","0.999"
"P10-K006","P9-F015","CODE_FIDELITY","v1.0.23 guides","Medium","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:16; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/FITTING_GUIDE.md:1","FITTING_GUIDE still points to v1.0.20/v1.0.19 assets and says the grid-threshold behavior was removed, while current code retains a char_h unresolved-tail fallback.","Read the guide and code end-to-end and searched the active lag branch.","Anode_Fit_v1.0.23.py:612-653 retains the fallback; the guide's versions/paths and threshold description are stale.","Affirm operator-documentation drift.","Update version labels, portable paths, and current tail/fallback behavior; provide a no-write verification mode.","Users may fit a regime different from the one described and invoke stale examples.","0.999"
"P10-K007","EQ-LABEL-COVERAGE","CODE_FIDELITY","Ch1-Ch3/v1.0.23","Info","확정","AFFIRM","Codex/results/equation_code_traceability.csv:1; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch1_appB_codemap.tex:1","A passing label map was treated as possible evidence of scientific fidelity.","Recursively parsed all three final masters and compared source labels with traceability records.","The parse found 53 included files, 190 source labels, 190 trace labels, zero missing, and zero extra.","Affirm complete label coverage; reject any inference from coverage to equation validity or implementation completeness.","Keep the map as navigation evidence and add semantic categories: exact, approximation, shared defect, and nonimplementation.","Coverage-only PASS can coexist with every High/Critical finding here.","0.999"
"P10-K008","P9-F005","CODE_FIDELITY","Ch2/v1.0.23","Medium","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:6; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch1_sec15_lcoelec.tex:214","Code freezes LCO electronic entropy at x_center and 298.15 K rather than implementing the dynamic T path.","Compared the code with both the dynamic derivation and its explicit current-code caveat.","The document/guide disclose the frozen path; endpoint checks show about 317.574 microV center-shift error at 278.15/318.15 K relative to the dynamic expression.","This is a disclosed approximation, not a transcription mismatch.","Keep the limitation adjacent to every API example; implement a paired dynamic-T center integral only before multi-temperature predictive use.","Predictive curvature is absent despite correct implementation of the declared reduced target.","0.999"
"P10-K009","P9-F009","CODE_FIDELITY","Ch3/v1.0.23","Medium","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:10; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:1383","The API may be described as implementing Larché-Cahn mechanics or plastic hysteresis.","Searched the full runtime abstract syntax tree for stress state variables, constitutive updates, and history.","Only a precomputed scalar offset exists; plastic closure raises NotImplementedError.","Affirm explicit nonimplementation, not a hidden mismatch.","Preserve GS-1 and the exception; avoid mechanics-implemented wording until a geometry/constitutive model is added.","Scope overstatement is the risk; current failure mode is explicit.","0.999"
"P10-K010","P9-F010","CODE_FIDELITY","Ch3/v1.0.23","Medium","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:11; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:1395","The equilibrium host sum may be described as finite-rate blend physics.","Read the GS-2 declaration and searched for host-specific current partition/nonadditive kinetics.","Finite-rate nonadditivity raises NotImplementedError; continuity gates test only the additive equilibrium model.","Affirm explicit nonimplementation and declared approximation.","Keep the warning in APIs/figures and require host-specific kinetics/transport data before rate-dependent claims.","Smooth wt% sweeps do not validate cycled/rate-dependent blend behavior.","0.999"
"P10-K011","P9-F013/P9-F014","CODE_FIDELITY","Ch1-Ch3/v1.0.23","High","확정","MODIFY","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:14; Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:15","Passing official tests and a synthetic round-trip may be read as physical validation and inverse closure.","Compared gate oracles with independent invariances and inspected the fitting example's data generation, fixed parameters, and noise model.","Official gates omit hour-second invariance, mass normalization, complete affinity, and FFT endpoints; the inverse example uses the same forward model with SNR=200 and fixed structure.","Internal consistency is supported; physical validation and identifiability are not.","Add adversarial invariance gates, independent solvers/oracles, profile likelihood/Jacobian conditioning, multi-start, misspecification, holdout real data, and explicit non-identifiable combinations.","All-green tests can coexist with Critical defects and false uniqueness claims.","0.999"
"P10-K012","P9-F017","CODE_FIDELITY","Ch1/v1.0.23","Medium","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:18; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch1_sec07_broadening.tex:115","The broadening/PSD discussion may imply implemented particle-size-distribution inversion.","Searched the full code and examples for a PSD state, regularizer, or inverse distribution solver.","Runtime exposes only w/n/n(T); no PSD inversion exists, and width aggregates multiple mechanisms.","Affirm explicit inverse nonimplementation.","Keep PSD recovery document-only and underdetermined unless independent size priors and a regularized model are added.","Reporting fitted width as recovered PSD would be scientifically invalid.","0.999"
"P10-K013","P9-F004","CODE_FIDELITY","Ch1/v1.0.23","High","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:5; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:180","The transfer helper documents a Fourier/LTI relation but silently uses unpadded FFT circular convolution.","Applied a near-right-edge impulse and inspected endpoint handling.","Early-window response is 90.321% of the overall maximum and first-sample response is 45.182896, confirming wraparound.","Affirm an operator/documentation mismatch at boundaries.","Document periodic/circular semantics or pad and trim for linear convolution; add edge-impulse/nonflat-endpoint gates.","Nonperiodic endpoint data can contaminate the opposite boundary.","0.999"
"P10-K014","P9-F019","CODE_FIDELITY","Part T/v1.0.23","Info","확정","REJECT","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:20; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch2_sec07_revheat.tex:10","A preliminary trace classified irreversible_heat as code-only.","Read eq:qrev and mapped both runtime methods term-by-term.","eq:qrev contains I(U_oc-V) and -IT dU_oc/dT; code methods implement the two terms exactly under stated reduced assumptions.","Reject the code-only finding.","Keep two trace rows under eq:qrev and state omitted mixing/phase-change terms separately.","Correcting the trace prevents a false implementation-gap claim.","0.999"
"P10-K015","CODE-GUIDE-CONTRACT","CODE_FIDELITY","v1.0.23 guides","High","확정","MODIFY","Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/CODE_GUIDE_v23.md:1; Codex/results/equation_code_traceability.csv:1","CODE_GUIDE's blanket exact-implementation language collapses exact transcription, shared invalid science, disclosed approximation, and explicit nonimplementation; irreversible_heat is also absent from its function table.","Cross-classified every High finding and checked guide/map entries against runtime functions.","Exact mappings coexist with the complete-affinity shared defect, frozen LCO approximation, scalar stress input, and explicit mechanics/rate stubs; eq:qrev covers irreversible_heat although the guide table omits it.","Modify the guide contract and function table.","Tag every mapping as EXACT, APPROXIMATION, SHARED_DEFECT, or NOT_IMPLEMENTED; add irreversible_heat and time/basis/stress units.","Blanket fidelity language can cause users to trust scientifically invalid or absent behavior.","0.999"
"P10-R001","NEW-ROOT-LCO-ORDER-PARAMETER","SCIENTIFIC_MODEL_ROOT","Ch2","Critical","확정","MODIFY","Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch1_sec13_lcohys.tex:9; Codex/results/phase004_existing_reference_claim_matrix.csv:45","The LCO T2/T3 Li-vacancy order-disorder transitions are represented by the same symmetric positive-Omega single-composition regular-solution free energy used for demixing.","Analyzed the curvature and symmetry of g=RT[x ln x+(1-x)ln(1-x)]+Omega x(1-x) and tried to identify an order parameter or sublattice degree of freedom in document/code.","For Omega>2RT the model destabilizes x=1/2 and creates composition demixing; an ordered x=1/2 phase requires an order parameter/sublattice or cluster-interaction model. No such state exists in the source or runtime.","This is a new root cause beneath REF-043/REF-044: the reduction is not merely uncalibrated; it is the wrong model class for literal order-disorder authorship.","Either introduce a true ordering/sublattice model or relabel T2/T3 equations as phenomenological two-state/two-phase transition fits with no microscopic-order equivalence.","The current model can fit peaks/gaps but cannot mechanistically represent the cited Li-vacancy ordered phase.","0.999"
