"matrix_id","chapter_bibliography","bib_key","bib_file","bib_start_line","bib_end_line","raw_entry","resolved_identifier","identity_status","metadata_title","metadata_first_author_family","metadata_year","metadata_container","identity_manual_review_flags","citation_occurrence_count","citation_source_files","citation_source_lines","citation_contexts","support_statuses","claim_assessment_state","claim_assessment_ids","claim_assessment_severities","claim_assessment_findings","required_corrections"
"REF-043","Ch2","reimers1992","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","6","6","J. N. Reimers and J. R. Dahn, ``Electrochemical and in situ X-ray diffraction studies of lithium intercalation in Li$_x$CoO$_2$,'' \emph{J. Electrochem. Soc.} \textbf{139}, 2091--2097 (1992). DOI: 10.1149/1.2221184.","10.1149/1.2221184","DOI_METADATA_RETRIEVED","Electrochemical and In Situ X‐Ray Diffraction Studies of Lithium Intercalation in Li x CoO2","Reimers","1992","Journal of The Electrochemical Society","","7","_sections/ch1_sec13_lcohys.tex || _sections/ch1_sec15_lcoelec.tex","111 || 181 || 206 || 26 || 272 || 36 || 55","_sections/ch1_sec13_lcohys.tex:111 :: 짚는다 --- 이 한 쌍의 좁은 1차 전이와 그 사이 질서상은 in situ X-선 회절로 실측되었고\cite{reimers1992}, || _sections/ch1_sec13_lcohys.tex:181 :: T1($\sim$3.90 V, $x\approx0.94$--$0.75$, 절연체$\to$금속)의 2상 공존은 in situ 회절\cite{reimers1992} || _sections/ch1_sec13_lcohys.tex:206 :: 억제한다 --- 정규용액 틀에서 이는 pure-LCO 상도표 물리\cite{reimers1992,vanderven1998} 의 $\Omega_j^\mathrm{cat,pure}$ 를 도핑 피팅값 || _sections/ch1_sec13_lcohys.tex:36 :: $\Omega_j^\mathrm{cat}>2RT$ 를 넘는 상분리 후보다\cite{reimers1992,vanderven1998,motohashi2009}(표~\ref{tab:lco-staging}). 각 전이의 실제 gap 유무는 최종적으로 || _sections/ch1_sec15_lcoelec.tex:26 :: 2상 공존을 동반한 \emph{1차 전이}로 관측된다\cite{menetrier1999,reimers1992,motohashi2009}. 정공이 왜 곧바로 || _sections/ch1_sec15_lcoelec.tex:272 :: \item \textbf{$x_\mathrm{MIT}\approx0.85$ --- 전이 중심.} MIT 2상역이 $x\approx0.75$--$0.94$ 에서 관측되므로\cite{menetrier1999,reimers1992}, || _sections/ch1_sec15_lcoelec.tex:55 :: 전이}다\cite{menetrier1999,reimers1992,motohashi2009}. Marianetti--Kotliar--Ceder 는 대형 초격자 DFT 계산으로","insufficient || partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-055 || SRC-EX-056","High || Medium","directness=INDIRECT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=OVERSTATED; evidence=https://doi.org/10.1149/1.2221184; detailed abstract and indexed article preview || directness=PARTIAL; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://doi.org/10.1149/1.2221184; detailed abstract and indexed article preview","NONE || State that the diffraction data anchor phase locations only; mark single-Omega regular-solution and spinodal branch equations as phenomenological reductions requiring independent calibration."
"REF-044","Ch2","vanderven1998","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","7","7","A. Van der Ven, M. K. Aydinol, G. Ceder, G. Kresse, and J. Hafner, ``First-principles investigation of phase stability in Li$_x$CoO$_2$,'' \emph{Phys. Rev. B} \textbf{58}, 2975--2987 (1998). DOI: 10.1103/PhysRevB.58.2975. [제일원리 클러스터 전개 상도표 --- $x{=}\tfrac12$ 질서상$\cdot$order--disorder.]","10.1103/physrevb.58.2975","DOI_METADATA_RETRIEVED","First-principles investigation of phase stability in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">Li</mml:mi></mml:mrow><mml:mrow><mml:mi>x</mml:mi></mml:mrow></mml:msub></mml:mrow><mml:mrow><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">CoO</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>","Van der Ven","1998","Physical Review B","TITLE_LOW_TOKEN_OVERLAP","5","_sections/ch1_sec13_lcohys.tex","112 || 133 || 138 || 206 || 36","_sections/ch1_sec13_lcohys.tex:112 :: 제일원리 계산이 $x{=}\tfrac12$ 부근 Li$\cdot$빈자리 질서상의 안정 창과 전이를 재현했으며\cite{vanderven1998}, || _sections/ch1_sec13_lcohys.tex:133 :: 등\cite{vanderven1998} 의 제일원리 상 안정성 계산이 준다. 대응은 다음과 같다(왼쪽이 본문 기호, || _sections/ch1_sec13_lcohys.tex:138 :: 본문(식~\eqref{eq:lco-gxi},~\eqref{eq:lco-spinodal}) & Van der Ven\cite{vanderven1998} 대응량 \\ || _sections/ch1_sec13_lcohys.tex:206 :: 억제한다 --- 정규용액 틀에서 이는 pure-LCO 상도표 물리\cite{reimers1992,vanderven1998} 의 $\Omega_j^\mathrm{cat,pure}$ 를 도핑 피팅값 || _sections/ch1_sec13_lcohys.tex:36 :: $\Omega_j^\mathrm{cat}>2RT$ 를 넘는 상분리 후보다\cite{reimers1992,vanderven1998,motohashi2009}(표~\ref{tab:lco-staging}). 각 전이의 실제 gap 유무는 최종적으로","contradicts || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-057 || SRC-EX-058","High || Medium","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://ceder.berkeley.edu/publications/prb-58-2975-1998.pdf; pp. 2, 9-13 || directness=MISATTRIBUTED; transferability=UNJUSTIFIED_TRANSFER; claim_strength=CONTRADICTED; evidence=https://ceder.berkeley.edu/publications/prb-58-2975-1998.pdf; pp. 11-13","Qualify the predicted transition temperature and the explicit omission of electronic/vibrational terms. || Remove the claimed ECI-to-single-Omega equivalence and any high-x MIT support. Retain only a clearly labeled phenomenological projection for the x about 1/2 ordering window, with no unique coefficient implied."
"REF-045","Ch2","mott1968","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","8","8","N. F. Mott, ``Metal-Insulator Transition,'' \emph{Rev. Mod. Phys.} \textbf{40}, 677--683 (1968). DOI: 10.1103/RevModPhys.40.677.","10.1103/revmodphys.40.677","DOI_METADATA_RETRIEVED","Metal-Insulator Transition","MOTT","1968","Reviews of Modern Physics","","2","_sections/ch1_sec15_lcoelec.tex","105 || 48","_sections/ch1_sec15_lcoelec.tex:105 :: ($U\!\gtrsim\!W\!\simeq\!2zt$)은 교과서 Mott 판별식(\cite{mott1968,imada1998})이지 Marianetti 의 정량 || _sections/ch1_sec15_lcoelec.tex:48 :: 아니라 \emph{전자 상관}(electron correlation)이 만드는 절연이다\cite{mott1968,imada1998}. 금속상과 절연상을","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-051","Low","directness=DIRECT; transferability=NOT_APPLICABLE; claim_strength=BACKGROUND_ONLY; evidence=https://doi.org/10.1103/RevModPhys.40.677; primary review","NONE"
"REF-046","Ch2","imada1998","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","9","9","M. Imada, A. Fujimori, and Y. Tokura, ``Metal-insulator transitions,'' \emph{Rev. Mod. Phys.} \textbf{70}, 1039--1263 (1998). DOI: 10.1103/RevModPhys.70.1039. [MIT 분류$\cdot$상관 물리 리뷰 앵커.]","10.1103/revmodphys.70.1039","DOI_METADATA_RETRIEVED","Metal-insulator transitions","Imada","1998","Reviews of Modern Physics","","3","_sections/ch1_sec15_lcoelec.tex","105 || 48 || 50","_sections/ch1_sec15_lcoelec.tex:105 :: ($U\!\gtrsim\!W\!\simeq\!2zt$)은 교과서 Mott 판별식(\cite{mott1968,imada1998})이지 Marianetti 의 정량 || _sections/ch1_sec15_lcoelec.tex:48 :: 아니라 \emph{전자 상관}(electron correlation)이 만드는 절연이다\cite{mott1968,imada1998}. 금속상과 절연상을 || _sections/ch1_sec15_lcoelec.tex:50 :: 세기의 경쟁이 기울 때 일어난다\cite{imada1998}. $\mathrm{LiCoO_2}$($x{=}1$)의 절연은 이 중 첫째 부류다 ---","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-046","Low","directness=DIRECT; transferability=NOT_APPLICABLE; claim_strength=BACKGROUND_ONLY; evidence=https://doi.org/10.1103/RevModPhys.70.1039; primary review PDF","NONE"
"REF-047","Ch2","marianetti2004","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","10","10","C. A. Marianetti, G. Kotliar, and G. Ceder, ``A first-order Mott transition in Li$_x$CoO$_2$,'' \emph{Nature Materials} \textbf{3}, 627--631 (2004). DOI: 10.1038/nmat1178. [Li 빈자리 속박 정공 불순물 준위의 Mott 전이 --- T1 1차 MIT 기작.]","10.1038/nmat1178","DOI_METADATA_RETRIEVED","A first-order Mott transition in LixCoO2","Marianetti","2004","Nature Materials","","4","_sections/ch1_sec13_lcohys.tex || _sections/ch1_sec15_lcoelec.tex","183 || 59 || 74 || 79","_sections/ch1_sec13_lcohys.tex:183 :: 불순물 준위의 Mott 전이\cite{marianetti2004})과 전자 자유도의 배경은 \S\ref{sec:lco-why} 가 다룬다. || _sections/ch1_sec15_lcoelec.tex:59 :: 설명한다\cite{marianetti2004}(계산은 $x\gtrsim0.95$ 절연$\cdot$$x\lesssim0.75$ 금속을 재현한다). 곧 상관 || _sections/ch1_sec15_lcoelec.tex:74 :: Marianetti--Kotliar--Ceder\cite{marianetti2004} 가 대형 초격자 DFT 로 세웠다. 대응은 다음과 같다(왼쪽이 || _sections/ch1_sec15_lcoelec.tex:79 :: 본문(식~\eqref{eq:ggate},~\eqref{eq:dSegate}) & Marianetti\cite{marianetti2004} 대응 결과 \\","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-005","High","The source supports a first-order Mott transition and phase coexistence mechanism. It does not derive a logistic composition kernel, identify defect-distribution shape, or determine Δx_MIT as a logistic scale parameter.","Keep the mechanism citation but label the logistic kernel and its scale mapping as a phenomenological smoothing choice; compare logistic, Gaussian/erf, and directly tabulated alternatives."
"REF-048","Ch2","kim_entropymetry2020","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","11","11","H. J. Kim, Y. Park, Y. Kwon, J. Shin, Y.-H. Kim, H.-S. Ahn, R. Yazami, and J. W. Choi, ``Entropymetry for non-destructive structural analysis of LiCoO$_2$ cathodes,'' \emph{Energy Environ. Sci.} \textbf{13}, 286--296 (2020). DOI: 10.1039/C9EE02964H.","10.1039/c9ee02964h","DOI_METADATA_RETRIEVED","Entropymetry for non-destructive structural analysis of LiCoO
                    <sub>2</sub>
                    cathodes","Kim","2020","Energy &amp; Environmental Science","","1","_sections/ch1_sec11_lcointro.tex","64","_sections/ch1_sec11_lcointro.tex:64 :: 실측\cite{reynier2004}, order--disorder $\Delta S$ 서명은 entropymetry 실측\cite{kim_entropymetry2020} ---","supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-047","Info","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://pubs.rsc.org/en/content/articlelanding/2020/ee/c9ee02964h; abstract, methods, and results","NONE"
"REF-049","Ch2","menetrier1999","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","12","12","M. M\'en\'etrier, I. Saadoune, S. Levasseur, and C. Delmas, ``The insulator--metal transition upon lithium deintercalation from LiCoO$_2$: electronic properties and $^7$Li NMR study,'' \emph{J. Mater. Chem.} \textbf{9}, 1135--1140 (1999). DOI: 10.1039/a900016j.","10.1039/a900016j","DOI_METADATA_RETRIEVED","The insulator-metal transition upon lithium deintercalation from LiCoO2: electronic properties and 7Li NMR study","Ménétrier","1999","Journal of Materials Chemistry","FIRST_AUTHOR_NOT_MATCHED_BY_SIMPLE_PROBE","6","_sections/ch1_sec11_lcointro.tex || _sections/ch1_sec15_lcoelec.tex","20 || 26 || 272 || 51 || 55 || 63","_sections/ch1_sec11_lcointro.tex:63 :: 실측\cite{menetrier1999}(XRD$\cdot$NMR), O3 질서상 조성($x{=}\tfrac12\cdot\tfrac56$)$\cdot$엔트로피 삼분해는 tier-A || _sections/ch1_sec15_lcoelec.tex:20 :: \emph{금속}이 된다($g(E_F)\!\to\!$유한)\cite{menetrier1999,motohashi2009}. 이 MIT 는 $x\approx0.75$--$0.94$ 의 || _sections/ch1_sec15_lcoelec.tex:26 :: 2상 공존을 동반한 \emph{1차 전이}로 관측된다\cite{menetrier1999,reimers1992,motohashi2009}. 정공이 왜 곧바로 || _sections/ch1_sec15_lcoelec.tex:272 :: \item \textbf{$x_\mathrm{MIT}\approx0.85$ --- 전이 중심.} MIT 2상역이 $x\approx0.75$--$0.94$ 에서 관측되므로\cite{menetrier1999,reimers1992}, || _sections/ch1_sec15_lcoelec.tex:51 :: Co$^{3+}$($t_{2g}^6$ low-spin)의 가득 찬 $t_{2g}$ 띠가 만드는 \emph{밴드 절연체}이고\cite{menetrier1999}, || _sections/ch1_sec15_lcoelec.tex:55 :: 전이}다\cite{menetrier1999,reimers1992,motohashi2009}. Marianetti--Kotliar--Ceder 는 대형 초격자 DFT 계산으로","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-048","Medium","directness=PARTIAL; transferability=SAME_SYSTEM; claim_strength=UNDERQUALIFIED; evidence=https://pubs.rsc.org/en/content/articlelanding/1999/jm/a900016j; official abstract; institutional thesis summary used only as secondary detail","Qualify the electronic-transition statement to the measured composition range and methods; do not call this source proof of a Mott mechanism or a logistic entropy gate until the article full text is retrieved."
"REF-050","Ch2","motohashi2009","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","13","13","T. Motohashi, T. Ono, Y. Sugimoto, Y. Masubuchi, S. Kikkawa, R. Kanno, M. Karppinen, and H. Yamauchi, ``Electronic phase diagram of the layered cobalt oxide system Li$_x$CoO$_2$ ($0\le x\le1$),'' \emph{Phys. Rev. B} \textbf{80}, 165114 (2009). DOI: 10.1103/PhysRevB.80.165114; arXiv:0909.3556.","10.1103/physrevb.80.165114","DOI_METADATA_RETRIEVED","Electronic phase diagram of the layered cobalt oxide system<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mtext>Li</mml:mtext></mml:mrow><mml:mi>x</mml:mi></mml:msub><mml:msub><mml:mrow><mml:mtext>CoO</mml:mtext></mml:mrow><mml:mn>2</mml:mn></mml:msub></mml:mrow></mml:math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mrow><mml:mo>(</mml:mo><mml:mrow><mml:mn>0.0</mml:mn><mml:mo>≤</mml:mo><mml:mi>x</mml:mi><mml:mo>≤</mml:mo><mml:mn>1.0</mml:mn></mml:mrow><mml:mo>)</mml:mo></mml:mrow></mml:mrow></mml:math>","Motohashi","2009","Physical Review B","TITLE_LOW_TOKEN_OVERLAP","12","_sections/ch1_sec11_lcointro.tex || _sections/ch1_sec13_lcohys.tex || _sections/ch1_sec15_lcoelec.tex || _sections/ch1_sec16_lcopeak.tex","165 || 171 || 182 || 20 || 238 || 26 || 270 || 36 || 48 || 53 || 55 || 98","_sections/ch1_sec11_lcointro.tex:48 :: Xia\cite{xia2007}$\cdot$Reynier\cite{reynier2004}$\cdot$Motohashi\cite{motohashi2009} 에서 읽은 출발점), 우리 시료 데이터로 || _sections/ch1_sec13_lcohys.tex:171 :: [값 원전 재확인 중 --- 종전 귀속처는 전자$\cdot$자기 상도표 논문\cite{motohashi2009}으로 이 $\Delta S$ 값의 || _sections/ch1_sec13_lcohys.tex:182 :: 과 전자 상도표\cite{motohashi2009} 로 실측된 1차 전이이며, 그 미시 기작(Li 빈자리에 속박된 정공 || _sections/ch1_sec13_lcohys.tex:36 :: $\Omega_j^\mathrm{cat}>2RT$ 를 넘는 상분리 후보다\cite{reimers1992,vanderven1998,motohashi2009}(표~\ref{tab:lco-staging}). 각 전이의 실제 gap 유무는 최종적으로 || _sections/ch1_sec15_lcoelec.tex:165 :: ($\mathrm{CoO_2}$, $x{=}0$)도 측정된 끝점인 그 \emph{한 점}에서만 \emph{tier A} 다\cite{motohashi2009}. 셋째, || _sections/ch1_sec15_lcoelec.tex:20 :: \emph{금속}이 된다($g(E_F)\!\to\!$유한)\cite{menetrier1999,motohashi2009}. 이 MIT 는 $x\approx0.75$--$0.94$ 의 || _sections/ch1_sec15_lcoelec.tex:238 :: 등\cite{motohashi2009}의 완전 metal $\mathrm{CoO_2}$($x{=}0$) 단일 anchor $g(E_F)\!\approx\!13$ e/eV/atom 과 || _sections/ch1_sec15_lcoelec.tex:26 :: 2상 공존을 동반한 \emph{1차 전이}로 관측된다\cite{menetrier1999,reimers1992,motohashi2009}. 정공이 왜 곧바로 || _sections/ch1_sec15_lcoelec.tex:270 :: \item \textbf{$g_{\max}=13$ e/eV/atom --- anchor.} 완전 탈리튬 $\mathrm{CoO_2}$ 의 metallic $g(E_F)$ 가 이 값이며(tier A 단일점)\cite{motohashi2009}, 게이트의 || _sections/ch1_sec15_lcoelec.tex:55 :: 전이}다\cite{menetrier1999,reimers1992,motohashi2009}. Marianetti--Kotliar--Ceder 는 대형 초격자 DFT 계산으로 || _sections/ch1_sec15_lcoelec.tex:98 :: $g_{\max}\!=\!13$ 는 \S\ref{sec:lco-gate}(i) 의 별도 anchor\cite{motohashi2009}). \emph{방법 요지} --- || _sections/ch1_sec16_lcopeak.tex:53 :: 문헌\cite{xia2007,reynier2004,motohashi2009} 그대로다(\S\ref{sec:lco-map}). order--disorder 의 큰 $\Omega_j^\mathrm{cat}$($>2RT$ 로 피팅될 경우)는","insufficient || partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-003 || EX-004","Critical || High","The paper calculates D(E_F)=13 electrons/eV for x=0 from the susceptibility difference between CoO2 and LiCoO2 under the assumption that the difference is a Pauli-paramagnetic contribution. This is an inference from magnetic susceptibility, not a direct DOS measurement. || The source identifies x=0 as the O1 CoO2 structure, while the modeled gate is applied to the Li-rich O3 metal-insulator region. The paper does not validate transfer of the O1 endpoint DOS magnitude to the O3 transition window.","Do not fix g_max from O1 CoO2 for the O3 gate. Use O3-specific electronic calculations/measurements or fit the amplitude with an explicit phase-transfer uncertainty. || Relabel the value as an assumption-dependent susceptibility-derived estimate, not tier-A direct measurement; propagate uncertainty and possible magnetic-enhancement/core-susceptibility bias."
"REF-051","Ch2","xia2007","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","14","14","H. Xia, L. Lu, Y. S. Meng, and G. Ceder, ``Phase transitions and high-voltage electrochemical behavior of LiCoO$_2$ thin films grown by pulsed laser deposition,'' \emph{J. Electrochem. Soc.} \textbf{154}(4), A337--A342 (2007). DOI: 10.1149/1.2509021.","10.1149/1.2509021","DOI_METADATA_RETRIEVED","Phase Transitions and High-Voltage Electrochemical Behavior of LiCoO[sub 2] Thin Films Grown by Pulsed Laser Deposition","Xia","2007","Journal of The Electrochemical Society","","3","_sections/ch1_sec11_lcointro.tex || _sections/ch1_sec16_lcopeak.tex","42 || 48 || 53","_sections/ch1_sec11_lcointro.tex:42 :: 하프셀(코인, $\le$4.2--4.5 V)은 세 전이를 남긴다\cite{xia2007}: $\sim$3.90 V 의 절연체$\to$금속 전이(insulator-to-metal transition, MIT), $\sim$4.05 V 와 || _sections/ch1_sec11_lcointro.tex:48 :: Xia\cite{xia2007}$\cdot$Reynier\cite{reynier2004}$\cdot$Motohashi\cite{motohashi2009} 에서 읽은 출발점), 우리 시료 데이터로 || _sections/ch1_sec16_lcopeak.tex:53 :: 문헌\cite{xia2007,reynier2004,motohashi2009} 그대로다(\S\ref{sec:lco-map}). order--disorder 의 큰 $\Omega_j^\mathrm{cat}$($>2RT$ 로 피팅될 경우)는","supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-059","Low","directness=DIRECT; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=https://www.researchgate.net/publication/238163490; author-uploaded full text, results and transition assignments","Keep these as thin-film approximate anchors and preserve the current fit-override qualification; do not promote them to universal bulk-electrode values."
"REF-052","Ch2","reynier2004","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","15","15","Y. Reynier, J. Graetz, T. Swan-Wood, P. Rez, R. Yazami, and B. Fultz, ``Entropy of Li intercalation in Li$_x$CoO$_2$,'' \emph{Phys. Rev. B} \textbf{70}, 174304 (2004). DOI: 10.1103/PhysRevB.70.174304. [동 그룹: \emph{J. Electrochem. Soc.} \textbf{151}, A422 (2004).]","10.1103/physrevb.70.174304","DOI_METADATA_RETRIEVED","Entropy of<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi mathvariant=""normal"">Li</mml:mi></mml:mrow></mml:math>intercalation in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mrow><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">Li</mml:mi></mml:mrow><mml:mi>x</mml:mi></mml:msub><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">CoO</mml:mi></mml:mrow><mml:mn>2</mml:mn></mml:msub></mml:mrow></mml:mrow></mml:math>","Reynier","2004","Physical Review B","TITLE_LOW_TOKEN_OVERLAP","11","_sections/ch1_sec11_lcointro.tex || _sections/ch1_sec13_lcohys.tex || _sections/ch1_sec14_lcodecomp.tex || _sections/ch1_sec15_lcoelec.tex || _sections/ch1_sec16_lcopeak.tex","173 || 207 || 289 || 291 || 298 || 48 || 53 || 64 || 70 || 92 || 97","_sections/ch1_sec11_lcointro.tex:48 :: Xia\cite{xia2007}$\cdot$Reynier\cite{reynier2004}$\cdot$Motohashi\cite{motohashi2009} 에서 읽은 출발점), 우리 시료 데이터로 || _sections/ch1_sec11_lcointro.tex:64 :: 실측\cite{reynier2004}, order--disorder $\Delta S$ 서명은 entropymetry 실측\cite{kim_entropymetry2020} --- || _sections/ch1_sec13_lcohys.tex:173 :: $x{=}\tfrac12$$\cdot$$\tfrac56$\cite{reynier2004} 이어서 $x{=}\tfrac23$ anchor 는 조성 재배정 검토 대상이고 T2/T3 || _sections/ch1_sec14_lcodecomp.tex:70 :: \item \textbf{config.} O3 영역에서 LCO $\Delta S$ 를 지배($>\tfrac12$\cite{reynier2004}, tier A)하며, 기존 Chapter 1 logistic 이 식~\eqref{eq:lco-configsplit} 의 peak 내부 항을 \emph{자동 생성}한다(격자기체 점유 분포, \S\ref{sec:dist}). \textbf{★이중계산 금지} --- 식~\eqref{eq:lco-decomp} 의 $\Delta S_j^\mathrm{config}$ 자리에는 \emph{중심 표준값} $\Delta S_j^0$ 만 넣는다(표~\ref{tab:lco-staging} 의 config 값 = 중심 표준값으로 읽음). || _sections/ch1_sec14_lcodecomp.tex:92 :: 등\cite{reynier2004} 이 $\mathrm{Li}_x\mathrm{CoO_2}$ 리튬화 엔트로피를 실측$\cdot$계산으로 가른 세 기여와 || _sections/ch1_sec14_lcodecomp.tex:97 :: 본문(식~\eqref{eq:lco-decomp}) & Reynier\cite{reynier2004} 대응량 \\ || _sections/ch1_sec15_lcoelec.tex:207 :: 항등)이고, reynier\cite{reynier2004} 의 O3 총 부분몰 $\approx0.18\,k_B$/atom(config$+$vib$+$전자 총합, tier B)은 || _sections/ch1_sec15_lcoelec.tex:289 :: \cite{reynier2004}(tier B)는 config$+$vib$+$전자 \emph{총합}의 부분몰량이라 위 전자 단독 절댓값($1.1$)과 || _sections/ch1_sec15_lcoelec.tex:291 :: 지배하나(>$\tfrac12$\cite{reynier2004}, tier A), 전자항이 없으면 config 단독으로는 MIT 2상역의 엔트로피 거동을 || _sections/ch1_sec15_lcoelec.tex:298 :: \emph{부분몰} 차 $\approx0.18\,k_B$/atom\cite{reynier2004}(한 조성 구간의 변화량 anchor), 게이트 미분의 || _sections/ch1_sec16_lcopeak.tex:53 :: 문헌\cite{xia2007,reynier2004,motohashi2009} 그대로다(\S\ref{sec:lco-map}). order--disorder 의 큰 $\Omega_j^\mathrm{cat}$($>2RT$ 로 피팅될 경우)는","contradicts || misattributed","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-001 || EX-002","Critical || High","The paper identifies about 0.18 k_B/atom as the calculated electronic state entropy near metallic x=0.833, not the total partial-molar lithiation entropy. It then differentiates S_el(x) and says the electronic entropy of lithiation is too small to play an important role over the O3 phase, except that electronic and configurational changes are comparable across the MIT. || The source reports that configurational entropy accounts for most of the compositional trend in O3 and that calculated electronic entropy of lithiation is small, while both electronic and configurational entropy changes matter across the MIT. It does not establish that a logistic electronic gate is the unique or dominant closure.","Downgrade uniqueness/dominance language to a testable phenomenological hypothesis and benchmark it against the source's calculated S_el(x) or direct entropy data. || Replace the quantity label and rework the scale comparison. Do not use 0.18 k_B/atom as an O3 total partial-molar anchor; compare like state-entropy quantities and separately compare their composition derivatives."
"REF-053","Ch2","swiderska2019","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","16","16","A. {\'S}widerska-Mocek, E. Rudnicka, and A. Lewandowski, ``Temperature coefficients of Li-ion battery single electrode potentials and related entropy changes---revisited,'' \emph{Phys. Chem. Chem. Phys.} \textbf{21}, 2115 (2019). DOI: 10.1039/c8cp06638h. [LiCoO$_2$ 단전극 $\partial\phi/\partial T\approx+0.83$ mV/K, tier B.]","10.1039/c8cp06638h","DOI_METADATA_RETRIEVED","Temperature coefficients of Li-ion battery single electrode potentials and related entropy changes – revisited","Swiderska-Mocek","2019","Physical Chemistry Chemical Physics","FIRST_AUTHOR_NOT_MATCHED_BY_SIMPLE_PROBE","2","_sections/ch1_sec12_lcocenter.tex","89 || 94","_sections/ch1_sec12_lcocenter.tex:89 :: \textbf{LCO 중심 부호 검산($T=298.15$ K)} --- 대표 단전극 엔트로피 계수 $\dd\phi/\dd T\approx+0.83$ mV/K\cite{swiderska2019} || _sections/ch1_sec12_lcocenter.tex:94 :: 범위)은 이 단전극 부호만 쓴다(전셀 합성은 후속) --- 같은 문헌\cite{swiderska2019} 의 \emph{전셀}(LCO$-$graphite) 엔트로피 계수는","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-011","Medium","The source can support the reported sign and specimen/protocol scale, but the electrode-potential extraction assumes negligible thermal diffusion potential and is not a universal composition-independent LCO coefficient.","Keep it as a protocol-qualified sign/scale check; do not use it as a universal parameter or a full-cell coefficient."
